"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,726","56.04%","93.48%","1,865","49.57%","6.52%","28,591","55.57%"
"Sex Crime","9,075","19.03%","98.42%","146","3.88%","1.58%","9,221","17.92%"
"Property","4,900","10.27%","88.50%","637","16.93%","11.50%","5,537","10.76%"
"Drug","4,049","8.49%","83.23%","816","21.69%","16.77%","4,865","9.46%"
"Habit/DUI","66",".14%","84.62%","12",".32%","15.38%","78",".15%"
"Other","2,875","6.03%","90.95%","286","7.60%","9.05%","3,161","6.14%"
"Total Reported","47,691","100%","92.69%","3,762","100%","7.31%","51,453","100%"
