"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,214","44.81%","94.29%","1,344","36.45%","5.71%","23,558","44.23%"
"Sex Crime","7,615","15.36%","98.64%","105","2.85%","1.36%","7,720","14.49%"
"Property","9,361","18.88%","88.72%","1,190","32.28%","11.28%","10,551","19.81%"
"Drug","8,246","16.63%","90.07%","909","24.65%","9.93%","9,155","17.19%"
"Habit/DUI","125",".25%","96.90%","4",".11%","3.10%","129",".24%"
"Other","2,016","4.07%","93.72%","135","3.66%","6.28%","2,151","4.04%"
"Total Reported","49,577","100%","93.08%","3,687","100%","6.92%","53,264","100%"
