"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,142","44.62%","94.40%","1,254","36.73%","5.60%","22,396","44.09%"
"Sex Crime","7,048","14.87%","98.68%","94","2.75%","1.32%","7,142","14.06%"
"Property","9,310","19.65%","89.29%","1,117","32.72%","10.71%","10,427","20.53%"
"Drug","7,377","15.57%","90.06%","814","23.84%","9.94%","8,191","16.12%"
"Habit/DUI","186",".39%","97.38%","5",".15%","2.62%","191",".38%"
"Other","2,322","4.90%","94.70%","130","3.81%","5.30%","2,452","4.83%"
"Total Reported","47,385","100%","93.28%","3,414","100%","6.72%","50,799","100%"
